CD_RootImage,BotSum,HumanSum
3 2 C3 37.jpg,60,59.0
3 5 D2 31.jpg,37,47.0
2 28 C5 33.jpg,91,74.0
3 1 D3 13.jpg,61,61.0
2 24 D1 14.jpg,17,27.0
3 3 C1 53.jpg,64,58.0
3 1 C3 36.jpg,76,80.0
3 9 C5 53.jpg,21,21.0
2 22 C1 14.jpg,25,52.0
2 22 D1 51.jpg,20,57.0
3 6 D5 21.jpg,58,70.0
3 4 D1 46.jpg,48,32.0
2 28 D5 53.jpg,47,62.0
3 5 D1 35.jpg,8,11.0
2 27 D4 38.jpg,22,26.0
2 22 D2 38.jpg,9,20.0
3 5 C2 53.jpg,7,6.0
2 27 C5 1.jpg,81,84.0
3 4 C5 33.jpg,64,61.0
3 8 C3 3.jpg,25,31.0
2 26 C5 36.jpg,40,42.0
3 5 C1 37.jpg,20,18.0
3 5 D1 17.jpg,1,1.0
3 2 D5 60.jpg,102,92.0
3 9 C5 39.jpg,47,58.0
2 21 C1 43.jpg,12,19.0
3 4 D5 26.jpg,23,40.0
3 6 D5 43.jpg,37,52.0
3 4 D1 49.jpg,59,55.0
2 23 D3 18.jpg,7,6.0
3 4 D2 49.jpg,96,93.0
3 6 C2 51.jpg,40,53.0
2 26 C3 57.jpg,76,64.0
2 28 D5 32.jpg,75,67.0
3 3 C3 24.jpg,1,0.0
3 6 C1 48.jpg,51,41.0
2 25 C4 31.jpg,42,55.0
2 27 D1 11.jpg,77,98.0
3 6 C5 41.jpg,33,46.0
2 25 D1 23.jpg,62,65.0
2 23 D3 20.jpg,7,9.0
2 28 D5 60.jpg,51,53.0
2 23 C2 5.jpg,34,40.0
2 26 D3 55.jpg,46,50.0
2 26 D4 53.jpg,57,68.0
3 1 C5 21.jpg,53,87.0
3 8 D5 21.jpg,26,38.0
3 7 C3 21.jpg,50,41.0
2 28 D3 35.jpg,92,83.0
3 4 C1 26.jpg,60,55.0
2 25 C5 26.jpg,19,11.0
3 7 D5 43.jpg,67,60.0
3 1 D4 27.jpg,57,56.0
2 28 D2 34.jpg,106,99.0
2 27 C1 37.jpg,36,45.0
3 3 C5 6.jpg,17,13.0
3 5 D3 54.jpg,0,0.0
3 1 D1 55.jpg,66,77.0
3 4 C5 39.jpg,29,48.0
3 5 C4 23.jpg,31,42.0
2 24 C3 27.jpg,30,28.0
3 8 D4 41.jpg,28,52.0
3 4 D2 59.jpg,51,47.0
3 7 C2 16.jpg,17,16.0
2 25 D2 44.jpg,75,79.0
3 4 C5 41.jpg,37,54.0
2 23 C2 30.jpg,39,53.0
3 2 C3 29.jpg,46,47.0
2 24 D2 5.jpg,33,46.0
2 23 D2 59.jpg,33,52.0
3 7 C4 21.jpg,1,2.0
2 22 C2 13.jpg,22,25.0
3 4 D4 8.jpg,54,50.0
3 1 C3 47.jpg,54,77.0
2 23 D2 42.jpg,53,58.0
3 2 D5 58.jpg,82,71.0
3 9 C4 20.jpg,31,41.0
3 7 D4 56.jpg,3,1.0
3 4 C4 42.jpg,80,72.0
2 26 D5 20.jpg,34,58.0
2 27 D5 43.jpg,61,56.0
3 2 C4 36.jpg,61,22.0
2 23 D2 18.jpg,57,44.0
2 23 C1 2.jpg,36,67.0
2 25 D1 45.jpg,21,43.0
3 8 D4 5.jpg,54,45.0
3 1 C2 16.jpg,44,41.0
3 1 C3 30.jpg,65,69.0
3 6 C2 1.jpg,20,36.0
2 27 D1 17.jpg,37,80.0
3 1 C5 16.jpg,106,74.0
2 27 C5 5.jpg,56,53.0
3 4 D1 15.jpg,53,33.0
2 28 C2 1.jpg,47,75.0
3 4 C3 56.jpg,38,38.0
3 2 C4 43.jpg,54,48.0
2 26 D4 44.jpg,23,44.0
3 3 D1 43.jpg,53,87.0
2 28 D2 56.jpg,5,15.0
2 26 C4 42.jpg,37,56.0
2 28 C5 28.jpg,107,97.0
3 8 D3 44.jpg,50,61.0
2 27 D1 25.jpg,0,0.0
3 2 C2 44.jpg,54,67.0
3 7 D3 46.jpg,0,1.0
2 28 C2 60.jpg,23,30.0
3 4 C1 46.jpg,71,55.0
2 27 D3 35.jpg,10,18.0
2 27 D2 19.jpg,62,68.0
3 9 D5 22.jpg,61,58.0
3 7 D4 16.jpg,82,57.0
3 8 C5 9.jpg,70,52.0
2 28 C3 54.jpg,31,41.0
2 24 D1 42.jpg,42,43.0
3 2 C1 30.jpg,40,33.0
3 3 D3 18.jpg,14,15.0
3 2 D2 29.jpg,46,58.0
3 6 C2 34.jpg,70,72.0
2 24 D2 16.jpg,64,57.0
2 21 C1 13.jpg,12,25.0
2 25 D1 28.jpg,76,52.0
3 4 C5 28.jpg,59,90.0
3 4 C3 7.jpg,36,58.0
3 1 D4 13.jpg,27,47.0
3 4 D2 30.jpg,59,52.0
2 25 C3 51.jpg,39,44.0
3 6 D3 26.jpg,48,69.0
3 3 C3 28.jpg,71,77.0
3 7 C4 31.jpg,63,58.0
3 8 D5 34.jpg,48,64.0
2 24 D4 8.jpg,13,9.0
2 27 D2 28.jpg,64,69.0
2 28 D5 8.jpg,96,77.0
3 6 C2 37.jpg,1,0.0
3 2 C1 41.jpg,87,63.0
3 6 D2 50.jpg,37,37.0
2 25 D4 6.jpg,27,48.0
2 26 D4 15.jpg,78,62.0
2 24 D2 52.jpg,47,38.0
3 7 D4 51.jpg,55,54.0
3 4 D2 47.jpg,42,37.0
2 25 C3 35.jpg,59,49.0
2 28 D2 37.jpg,35,47.0
3 10 D5 9.jpg,49,90.0
2 26 D1 48.jpg,0,0.0
3 6 D2 36.jpg,28,31.0
2 26 C3 37.jpg,63,61.0
2 27 C2 31.jpg,72,59.0
3 1 D3 12.jpg,49,59.0
2 27 D4 1.jpg,37,48.0
3 3 C4 38.jpg,49,52.0
2 25 C1 24.jpg,33,41.0
2 26 C5 58.jpg,64,53.0
3 9 D4 1.jpg,0,1.0
3 5 C2 51.jpg,28,35.0
3 7 C5 18.jpg,55,53.0
3 3 C3 58.jpg,70,45.0
3 7 C5 40.jpg,42,38.0
2 27 D1 8.jpg,36,48.0
3 5 C4 49.jpg,91,83.0
3 2 D4 28.jpg,65,68.0
3 7 C4 27.jpg,72,65.0
3 1 D2 35.jpg,80,70.0
3 5 C4 11.jpg,43,36.0
2 28 D2 57.jpg,50,50.0
3 2 D4 6.jpg,38,46.0
3 7 C2 32.jpg,41,46.0
3 4 C4 24.jpg,5,1.0
3 2 C3 27.jpg,90,76.0
3 7 C3 9.jpg,45,45.0
2 23 D3 47.jpg,8,9.0
2 27 C4 38.jpg,73,57.0
2 22 D1 22.jpg,31,45.0
3 7 D3 23.jpg,43,30.0
2 27 C1 21.jpg,15,35.0
2 28 C2 40.jpg,80,79.0
3 1 C1 47.jpg,58,67.0
2 28 C1 53.jpg,35,41.0
2 24 D2 26.jpg,50,41.0
3 4 C3 15.jpg,29,37.0
2 21 D1 54.jpg,5,9.0
3 3 D5 54.jpg,93,44.0
2 25 C3 42.jpg,71,60.0
2 26 C4 28.jpg,53,61.0
3 4 D5 52.jpg,83,66.0
2 26 D4 10.jpg,100,99.0
2 21 C1 50.jpg,7,10.0
3 6 C1 34.jpg,22,47.0
2 23 C3 39.jpg,41,13.0
2 26 D5 23.jpg,32,47.0
3 3 C3 5.jpg,72,79.0
2 22 C2 54.jpg,8,7.0
3 1 D1 27.jpg,52,65.0
2 23 D1 31.jpg,65,67.0
3 5 D4 40.jpg,68,80.0
3 5 C1 22.jpg,48,68.0
3 1 C5 51.jpg,85,84.0
2 21 C1 55.jpg,19,21.0
3 6 D3 58.jpg,26,24.0
3 7 D2 30.jpg,63,65.0
2 24 C1 12.jpg,73,67.0
3 7 C2 41.jpg,46,32.0
3 3 C3 30.jpg,40,35.0
3 4 C5 5.jpg,63,75.0
2 28 D5 55.jpg,64,71.0
2 26 C3 27.jpg,36,53.0
3 3 C1 60.jpg,35,34.0
3 5 C5 58.jpg,45,47.0
3 2 D5 35.jpg,92,99.0
2 26 C3 60.jpg,27,38.0
3 6 C3 32.jpg,44,51.0
2 27 C3 51.jpg,47,44.0
3 5 C5 8.jpg,42,38.0
3 8 D5 2.jpg,57,62.0
2 24 C1 16.jpg,88,73.0
3 4 C2 37.jpg,50,45.0
2 26 C3 29.jpg,57,61.0
2 22 C1 22.jpg,45,57.0
3 1 D3 37.jpg,54,52.0
3 2 C2 20.jpg,0,0.0
3 6 C1 32.jpg,0,0.0
2 26 D5 22.jpg,54,70.0
3 4 C5 46.jpg,29,43.0
2 25 C5 25.jpg,19,25.0
2 25 D5 47.jpg,13,9.0
3 1 D1 34.jpg,78,89.0
2 24 D4 19.jpg,19,18.0
2 26 D2 60.jpg,58,80.0
3 2 C4 48.jpg,83,72.0
3 9 C4 56.jpg,25,41.0
2 26 D1 44.jpg,32,48.0
3 5 C3 30.jpg,44,44.0
3 1 D4 16.jpg,130,85.0
3 6 D5 11.jpg,47,62.0
3 5 D1 16.jpg,79,84.0
3 6 D4 34.jpg,27,24.0
3 5 C4 2.jpg,49,49.0
2 25 C2 48.jpg,71,57.0
3 6 C5 60.jpg,60,54.0
2 25 C5 11.jpg,24,24.0
3 3 D3 35.jpg,16,5.0
3 8 D5 39.jpg,50,47.0
2 24 C2 42.jpg,49,49.0
3 5 D1 53.jpg,53,61.0
3 10 C5 4.jpg,36,45.0
2 28 C4 36.jpg,34,39.0
3 5 C3 53.jpg,39,28.0
3 6 C2 7.jpg,50,52.0
2 26 C1 40.jpg,44,42.0
2 27 D3 45.jpg,60,62.0
3 3 D2 21.jpg,42,38.0
3 2 C4 51.jpg,58,59.0
2 27 C1 27.jpg,56,48.0
3 1 D4 5.jpg,64,48.0
3 6 C5 28.jpg,73,73.0
3 8 D4 22.jpg,37,43.0
3 1 D3 56.jpg,84,53.0
3 4 D2 5.jpg,63,59.0
2 22 C1 6.jpg,18,40.0
2 28 C2 10.jpg,46,52.0
3 2 C4 14.jpg,48,51.0
3 7 C5 31.jpg,50,61.0
3 2 C5 37.jpg,53,66.0
2 21 D1 32.jpg,31,29.0
2 27 D4 27.jpg,59,50.0
3 5 C2 28.jpg,51,48.0
3 1 C1 34.jpg,26,60.0
3 1 D3 39.jpg,76,54.0
2 27 D3 34.jpg,27,31.0
2 25 D5 15.jpg,9,9.0
3 5 C4 42.jpg,42,55.0
2 21 C1 19.jpg,7,17.0
3 1 D5 23.jpg,107,82.0
3 2 D4 15.jpg,35,43.0
2 25 C4 30.jpg,92,74.0
2 28 C2 13.jpg,31,39.0
2 25 D3 12.jpg,39,29.0
3 7 D3 3.jpg,53,45.0
3 6 C1 52.jpg,67,96.0
2 23 C1 8.jpg,62,92.0
2 27 C2 24.jpg,23,43.0
2 28 D1 41.jpg,57,69.0
2 27 D4 59.jpg,94,66.0
3 3 D1 16.jpg,85,82.0
2 27 C3 46.jpg,28,41.0
2 28 D2 30.jpg,36,54.0
3 4 D3 25.jpg,71,59.0
3 2 D5 42.jpg,109,94.0
2 23 C2 4.jpg,37,52.0
2 22 D2 36.jpg,22,29.0
2 27 D5 57.jpg,58,46.0
3 1 C4 60.jpg,124,101.0
3 2 D2 32.jpg,0,0.0
2 24 C1 46.jpg,40,59.0
3 6 C4 14.jpg,11,28.0
2 26 D4 59.jpg,27,42.0
3 7 D2 28.jpg,47,54.0
2 24 C2 34.jpg,82,70.0
3 5 D1 24.jpg,60,45.0
2 25 C2 14.jpg,78,86.0
2 24 C4 40.jpg,32,47.0
3 10 D5 34.jpg,35,69.0
3 1 C5 1.jpg,74,83.0
3 1 D4 52.jpg,74,78.0
3 5 C2 8.jpg,60,61.0
2 24 D1 16.jpg,65,64.0
3 5 D3 59.jpg,23,25.0
2 26 C3 31.jpg,54,75.0
3 4 C2 21.jpg,39,54.0
2 26 C2 52.jpg,62,56.0
2 25 C5 24.jpg,23,28.0
2 27 C4 42.jpg,53,47.0
3 7 D3 16.jpg,54,70.0
3 3 C3 16.jpg,1,0.0
3 3 C4 44.jpg,56,75.0
2 28 D3 23.jpg,49,62.0
2 22 D2 19.jpg,13,15.0
3 5 C5 32.jpg,57,51.0
3 6 C2 41.jpg,21,23.0
2 25 C2 42.jpg,53,54.0
3 4 C3 13.jpg,44,45.0
3 8 D5 56.jpg,10,14.0
3 5 C3 20.jpg,67,79.0
3 10 C5 1.jpg,89,79.0
3 7 C4 10.jpg,68,64.0
2 26 C1 14.jpg,23,35.0
2 26 C3 10.jpg,46,57.0
3 7 C2 60.jpg,5,1.0
3 2 D2 36.jpg,26,38.0
2 24 D4 49.jpg,14,11.0
2 28 C1 33.jpg,28,46.0
2 28 C3 8.jpg,71,75.0
3 7 C4 19.jpg,10,9.0
2 27 D4 8.jpg,64,55.0
3 4 C4 60.jpg,71,60.0
3 1 C1 54.jpg,53,60.0
3 5 C4 43.jpg,53,51.0
3 6 D3 10.jpg,47,52.0
2 23 D2 37.jpg,47,43.0
2 25 C5 2.jpg,0,0.0
2 24 C3 47.jpg,11,13.0
3 6 D5 22.jpg,78,57.0
3 5 C4 52.jpg,78,86.0
3 6 D5 14.jpg,48,73.0
2 27 C4 24.jpg,30,31.0
3 6 D4 21.jpg,73,82.0
3 6 D3 23.jpg,28,37.0
2 26 D3 28.jpg,69,60.0
3 3 C4 47.jpg,4,0.0
2 25 D1 13.jpg,91,80.0
3 8 D4 54.jpg,58,47.0
3 7 C5 29.jpg,21,29.0
3 7 C3 5.jpg,52,62.0
2 26 D2 28.jpg,86,78.0
2 28 C4 14.jpg,18,48.0
2 28 C5 41.jpg,36,44.0
2 27 C2 26.jpg,12,28.0
2 24 D4 60.jpg,15,15.0
2 28 C5 43.jpg,48,55.0
2 26 D5 47.jpg,24,29.0
3 4 D3 59.jpg,40,30.0
3 2 D4 5.jpg,88,54.0
2 26 C1 8.jpg,60,64.0
3 4 C4 21.jpg,25,24.0
3 8 D4 57.jpg,82,71.0
2 22 C1 41.jpg,43,60.0
2 21 C1 26.jpg,20,24.0
2 28 D5 48.jpg,95,105.0
3 2 D3 34.jpg,51,45.0
3 1 C1 40.jpg,55,80.0
2 27 D5 6.jpg,56,62.0
2 24 D3 43.jpg,7,32.0
2 24 D3 27.jpg,67,53.0
3 4 D4 57.jpg,69,56.0
3 6 C5 31.jpg,39,40.0
2 26 D1 20.jpg,65,57.0
3 1 D1 20.jpg,53,57.0
3 1 D3 16.jpg,85,44.0
3 4 D5 35.jpg,45,47.0
2 28 D3 18.jpg,19,15.0
3 2 D4 14.jpg,59,67.0
2 25 D4 19.jpg,70,64.0
2 24 C1 51.jpg,18,24.0
2 23 D3 12.jpg,7,8.0
3 3 C4 48.jpg,61,74.0
2 26 C1 58.jpg,21,17.0
2 27 C1 58.jpg,27,35.0
3 8 C3 23.jpg,38,54.0
3 7 D5 16.jpg,9,13.0
3 3 D5 13.jpg,50,44.0
2 26 D3 30.jpg,64,70.0
2 27 C5 36.jpg,69,60.0
2 25 D3 55.jpg,61,57.0
3 10 D5 54.jpg,75,67.0
3 1 C1 24.jpg,41,44.0
2 24 C2 27.jpg,49,58.0
2 27 D5 4.jpg,69,57.0
3 6 C3 4.jpg,61,64.0
3 5 D4 23.jpg,55,74.0
3 8 C4 56.jpg,56,34.0
2 27 C4 60.jpg,76,69.0
2 24 D2 1.jpg,75,62.0
3 4 C5 18.jpg,83,78.0
3 6 C3 18.jpg,40,32.0
2 28 D5 6.jpg,30,61.0
3 2 D4 40.jpg,72,67.0
2 26 D1 43.jpg,35,63.0
2 26 C3 5.jpg,62,53.0
3 6 C3 35.jpg,16,24.0
2 27 C5 28.jpg,109,98.0
2 24 C3 37.jpg,37,50.0
3 5 C2 38.jpg,10,15.0
3 6 D2 17.jpg,37,48.0
2 23 D3 28.jpg,6,11.0
2 26 D2 6.jpg,53,56.0
3 3 C2 41.jpg,46,46.0
3 4 C2 41.jpg,47,34.0
3 7 D3 34.jpg,46,38.0
2 25 D3 11.jpg,58,73.0
3 3 D3 49.jpg,6,0.0
3 1 C1 3.jpg,35,66.0
2 24 C2 19.jpg,36,49.0
2 28 C1 29.jpg,23,33.0
3 6 D4 60.jpg,71,54.0
3 7 D2 50.jpg,31,40.0
3 3 C4 6.jpg,59,57.0
2 27 C1 8.jpg,53,53.0
3 9 C5 21.jpg,85,76.0
3 4 D2 58.jpg,36,28.0
3 1 C3 43.jpg,37,45.0
2 24 C2 39.jpg,40,51.0
3 2 C5 48.jpg,67,72.0
2 25 D3 3.jpg,48,36.0
3 7 C5 58.jpg,47,53.0
3 6 C3 2.jpg,46,51.0
3 2 C5 30.jpg,25,29.0
2 26 D5 54.jpg,45,48.0
3 3 C2 60.jpg,44,39.0
3 8 C4 60.jpg,84,58.0
2 24 D4 18.jpg,10,18.0
2 24 D3 20.jpg,44,51.0
3 6 D4 5.jpg,72,71.0
2 23 D2 22.jpg,36,61.0
2 27 C4 58.jpg,33,52.0
3 4 D4 16.jpg,62,59.0
3 2 D4 26.jpg,76,72.0
2 25 C5 45.jpg,16,17.0
2 26 D5 49.jpg,48,47.0
2 28 D1 46.jpg,36,65.0
3 1 C2 7.jpg,63,87.0
3 2 C1 31.jpg,26,46.0
3 2 C3 15.jpg,60,50.0
3 4 C1 59.jpg,85,60.0
3 9 C4 6.jpg,1,2.0
2 27 D5 15.jpg,59,60.0
3 4 D4 36.jpg,110,64.0
2 27 D3 10.jpg,40,47.0
2 26 D5 29.jpg,25,47.0
3 7 D3 59.jpg,37,39.0
2 27 C2 19.jpg,59,55.0
2 25 D1 49.jpg,92,82.0
2 25 C4 15.jpg,71,72.0
2 26 C1 18.jpg,31,40.0
2 28 C1 41.jpg,69,65.0
2 27 D5 10.jpg,62,63.0
3 1 D5 9.jpg,92,82.0
2 23 D1 38.jpg,71,71.0
3 3 D4 28.jpg,79,81.0
2 28 C1 27.jpg,35,41.0
3 2 D4 24.jpg,117,102.0
2 23 D3 13.jpg,6,11.0
3 5 D2 47.jpg,37,41.0
2 28 C5 14.jpg,68,55.0
2 26 D2 59.jpg,30,57.0
3 4 C2 46.jpg,55,43.0
2 27 C1 47.jpg,43,50.0
2 22 C1 8.jpg,28,34.0
2 26 D3 57.jpg,3,0.0
3 4 C4 19.jpg,43,63.0
2 27 C1 18.jpg,38,43.0
3 1 C5 38.jpg,45,52.0
3 8 C4 4.jpg,48,42.0
3 2 D5 21.jpg,63,76.0
2 25 C5 59.jpg,4,15.0
3 6 C3 30.jpg,24,27.0
3 7 D5 34.jpg,43,36.0
2 23 C3 17.jpg,30,31.0
3 3 C5 45.jpg,100,53.0
3 9 C5 46.jpg,20,32.0
3 8 D3 5.jpg,49,49.0
2 27 C5 6.jpg,23,27.0
2 21 D1 13.jpg,9,19.0
3 4 C2 48.jpg,31,30.0
3 8 C3 53.jpg,15,30.0
3 2 D4 13.jpg,59,48.0
3 5 C4 60.jpg,88,83.0
3 1 C3 1.jpg,14,3.0
3 7 D3 53.jpg,38,50.0
3 7 C2 35.jpg,59,66.0
2 26 D2 22.jpg,76,85.0
3 5 C5 53.jpg,42,43.0
2 25 D3 50.jpg,33,18.0
3 8 D3 47.jpg,19,33.0
2 27 D5 33.jpg,46,37.0
3 5 D3 45.jpg,15,19.0
3 3 C2 59.jpg,73,62.0
3 5 D1 28.jpg,40,32.0
3 8 D3 40.jpg,39,48.0
2 25 D1 44.jpg,34,46.0
3 1 D1 17.jpg,52,52.0
3 7 D5 38.jpg,69,64.0
3 1 D3 21.jpg,39,47.0
2 23 C1 16.jpg,35,51.0
2 25 D2 12.jpg,87,81.0
3 5 C5 42.jpg,49,60.0
3 4 D5 1.jpg,35,45.0
2 25 D1 37.jpg,22,45.0
2 26 C1 50.jpg,48,50.0
2 26 D4 60.jpg,66,77.0
2 28 D3 55.jpg,50,53.0
3 10 C5 51.jpg,56,70.0
2 28 D4 5.jpg,66,70.0
2 28 C3 41.jpg,79,59.0
3 5 C1 59.jpg,79,69.0
3 9 C5 22.jpg,77,79.0
3 2 D3 51.jpg,99,91.0
3 2 D4 53.jpg,1,1.0
3 3 D2 30.jpg,56,56.0
2 27 C4 50.jpg,6,25.0
3 2 D5 57.jpg,78,65.0
3 7 D5 26.jpg,37,34.0
2 28 D2 1.jpg,64,76.0
2 22 C1 17.jpg,39,45.0
3 5 C5 20.jpg,36,42.0
3 2 D4 1.jpg,3,1.0
3 3 C5 43.jpg,90,49.0
3 8 D3 55.jpg,30,15.0
3 3 D5 42.jpg,88,62.0
2 26 C4 35.jpg,74,82.0
3 5 D2 45.jpg,28,33.0
3 9 C4 60.jpg,79,68.0
2 25 D3 7.jpg,109,80.0
2 23 D2 41.jpg,60,72.0
3 5 C3 11.jpg,58,57.0
2 25 C1 6.jpg,29,49.0
3 1 D3 35.jpg,74,69.0
3 6 D5 52.jpg,33,36.0
2 28 D3 28.jpg,50,51.0
3 1 C4 22.jpg,80,77.0
3 9 C5 4.jpg,61,57.0
3 3 D5 7.jpg,84,66.0
3 4 C3 8.jpg,52,60.0
2 25 C2 54.jpg,23,32.0
3 10 C5 9.jpg,37,63.0
3 5 D3 20.jpg,47,47.0
3 10 D5 57.jpg,67,62.0
3 7 C3 25.jpg,44,46.0
2 26 D5 40.jpg,49,58.0
2 25 C2 40.jpg,73,77.0
3 4 C3 4.jpg,27,47.0
2 27 D4 49.jpg,48,31.0
3 5 D2 40.jpg,32,84.0
2 28 C5 37.jpg,46,61.0
2 25 C5 5.jpg,33,31.0
2 25 C4 3.jpg,57,69.0
3 2 C2 53.jpg,33,34.0
3 2 C1 2.jpg,76,62.0
3 1 C3 54.jpg,52,66.0
2 27 C4 52.jpg,73,73.0
2 23 C3 33.jpg,30,29.0
2 22 D2 24.jpg,32,30.0
2 26 C2 16.jpg,56,49.0
2 22 D1 46.jpg,37,49.0
3 4 C1 48.jpg,64,51.0
2 25 C5 34.jpg,23,13.0
2 21 D1 30.jpg,7,19.0
2 25 C3 57.jpg,54,46.0
3 7 D3 5.jpg,46,45.0
2 27 D2 8.jpg,60,52.0
2 23 C3 37.jpg,6,6.0
3 1 D1 46.jpg,68,69.0
3 5 D2 36.jpg,34,44.0
2 28 C3 25.jpg,70,48.0
3 8 C5 40.jpg,40,42.0
3 1 C4 13.jpg,59,54.0
2 28 D5 36.jpg,83,75.0
3 6 C4 3.jpg,51,61.0
2 25 C4 50.jpg,37,43.0
3 8 D5 30.jpg,44,59.0
2 24 D2 54.jpg,42,46.0
2 24 C1 11.jpg,41,42.0
3 2 C3 54.jpg,28,49.0
2 26 D3 27.jpg,62,66.0
3 4 D2 46.jpg,48,36.0
3 2 C3 7.jpg,76,73.0
3 2 C3 19.jpg,81,67.0
2 25 D4 59.jpg,75,68.0
3 7 C3 59.jpg,54,51.0
3 7 D5 29.jpg,12,10.0
3 8 D4 15.jpg,4,6.0
2 23 C3 58.jpg,11,13.0
3 9 D5 51.jpg,21,26.0
3 2 D1 39.jpg,72,61.0
2 23 D1 56.jpg,32,53.0
2 26 D5 5.jpg,54,46.0
3 5 D4 36.jpg,40,42.0
3 4 C2 5.jpg,58,42.0
3 4 D1 18.jpg,43,54.0
3 8 D5 9.jpg,64,70.0
3 3 D1 32.jpg,62,61.0
3 2 D4 50.jpg,47,54.0
3 4 C3 21.jpg,50,44.0
2 26 C4 14.jpg,43,43.0
3 3 C5 5.jpg,108,82.0
3 4 D3 48.jpg,16,25.0
3 3 D5 16.jpg,20,30.0
3 1 D2 57.jpg,29,34.0
3 3 C4 4.jpg,47,86.0
3 6 C3 50.jpg,2,0.0
3 5 D1 10.jpg,1,2.0
3 6 C3 46.jpg,49,50.0
3 3 C5 35.jpg,111,75.0
2 22 D1 18.jpg,44,42.0
3 2 D5 16.jpg,33,43.0
3 6 C4 23.jpg,50,53.0
2 25 D2 13.jpg,77,75.0
3 8 C4 57.jpg,49,36.0
3 6 D3 31.jpg,43,38.0
2 27 C3 15.jpg,31,42.0
2 28 D1 56.jpg,45,39.0
3 6 D3 6.jpg,53,58.0
3 5 D2 27.jpg,48,44.0
3 6 C5 34.jpg,27,39.0
3 8 D4 37.jpg,39,41.0
2 27 D4 44.jpg,50,60.0
3 1 C4 16.jpg,64,83.0
2 25 D4 18.jpg,70,78.0
3 5 D2 2.jpg,47,50.0
3 2 D5 6.jpg,66,64.0
2 24 C3 26.jpg,21,28.0
3 7 C3 56.jpg,37,30.0
3 7 C4 39.jpg,30,34.0
3 5 D4 50.jpg,28,46.0
3 3 C4 5.jpg,0,0.0
3 6 C1 49.jpg,61,61.0
3 5 D4 59.jpg,9,39.0
3 2 C2 30.jpg,46,52.0
3 6 C3 42.jpg,55,56.0
3 6 D2 21.jpg,63,57.0
2 25 D4 12.jpg,74,81.0
2 25 C2 55.jpg,33,20.0
2 24 D1 47.jpg,79,99.0
2 27 D5 58.jpg,83,64.0
3 1 C5 10.jpg,87,69.0
2 27 C3 26.jpg,0,2.0
2 27 D2 32.jpg,84,67.0
3 5 D3 55.jpg,28,30.0
3 6 D2 12.jpg,53,61.0
3 8 D3 52.jpg,2,0.0
3 8 D4 33.jpg,3,0.0
3 6 C2 8.jpg,41,47.0
2 24 C1 13.jpg,66,77.0
3 2 C1 10.jpg,53,47.0
2 26 C5 51.jpg,41,52.0
3 3 C1 43.jpg,31,56.0
2 24 D3 46.jpg,19,31.0
2 21 C1 16.jpg,3,8.0
3 6 D4 20.jpg,59,42.0
2 26 D1 53.jpg,52,65.0
2 23 C1 59.jpg,50,98.0
3 6 D1 9.jpg,17,43.0
3 7 C2 15.jpg,1,1.0
2 28 C2 55.jpg,68,63.0
3 2 D2 24.jpg,50,69.0
2 23 C1 15.jpg,24,72.0
2 23 C1 50.jpg,74,68.0
3 2 C2 36.jpg,39,41.0
3 7 D2 41.jpg,37,43.0
3 4 D3 43.jpg,59,46.0
2 24 D3 50.jpg,31,30.0
2 25 D1 30.jpg,50,50.0
3 1 C4 24.jpg,24,23.0
3 2 C2 38.jpg,21,26.0
3 7 C4 30.jpg,2,1.0
2 26 C3 17.jpg,54,73.0
3 7 D4 20.jpg,40,45.0
3 8 C3 17.jpg,40,49.0
3 3 D3 48.jpg,50,51.0
3 9 D5 1.jpg,11,15.0
3 1 D3 33.jpg,61,63.0
3 6 C5 39.jpg,34,38.0
2 26 D3 13.jpg,67,66.0
3 9 D4 36.jpg,5,9.0
2 26 C4 36.jpg,45,42.0
3 9 C4 7.jpg,70,71.0
3 7 C5 46.jpg,55,45.0
2 22 D2 59.jpg,11,13.0
3 3 C2 18.jpg,62,66.0
2 22 C2 15.jpg,5,9.0
3 5 D5 37.jpg,78,65.0
2 24 D4 30.jpg,13,17.0
3 10 C5 49.jpg,0,1.0
3 3 D2 13.jpg,58,68.0
2 25 C2 38.jpg,35,47.0
2 25 D2 45.jpg,39,59.0
3 7 C4 16.jpg,36,27.0
2 24 D3 6.jpg,47,33.0
3 1 C1 14.jpg,41,47.0
2 27 D4 2.jpg,43,37.0
2 28 D1 27.jpg,34,69.0
3 8 D3 22.jpg,35,31.0
2 26 C2 35.jpg,57,59.0
2 28 C1 1.jpg,37,45.0
2 27 C2 49.jpg,45,46.0
3 6 C4 38.jpg,47,53.0
3 8 D5 43.jpg,17,31.0
3 1 D5 35.jpg,64,52.0
3 2 D3 9.jpg,33,34.0
3 3 C5 13.jpg,54,82.0
2 28 D2 31.jpg,60,61.0
2 23 C2 46.jpg,42,54.0
2 22 C1 39.jpg,19,36.0
3 5 D4 19.jpg,85,77.0
3 2 D5 4.jpg,93,92.0
2 25 C3 7.jpg,64,69.0
3 3 D3 55.jpg,66,41.0
2 28 C3 24.jpg,5,0.0
3 5 D3 50.jpg,50,28.0
2 24 C2 53.jpg,47,65.0
3 2 C2 24.jpg,83,87.0
3 5 D2 44.jpg,38,47.0
2 27 C1 15.jpg,18,58.0
2 23 C3 57.jpg,31,22.0
3 4 C5 35.jpg,55,65.0
2 24 C3 1.jpg,73,61.0
